,id,belongs_to_collection,budget,revenue,runtime
269,8452,False,82000000,96085477,123.0
270,10559,False,31000000,68106245,118.0
271,5876,False,18000000,57096190,126.0
272,19898,False,33000000,20645327,108.0
273,10344,True,0,38903179,105.0
274,8645,False,60000000,163403799,91.0
275,10153,False,80000000,37020277,134.0
276,9327,True,54000000,128769345,95.0
277,445651,False,34000000,41142379,105.0
278,87421,True,38000000,98337295,119.0
279,157353,False,100000000,103039258,119.0
280,300681,False,30000000,8100000,107.0
281,9381,False,70000000,72108608,101.0
282,167,False,48000000,50315140,120.0
283,9531,True,39000000,75850624,125.0
284,80274,False,110000000,125537191,114.0
285,22825,False,30000000,33333531,115.0
286,395992,False,58000000,100541806,103.0
287,865,False,27000000,38122105,101.0
288,227719,False,12000000,32248241,106.0
289,7299,False,20000000,5359645,107.0
290,88751,True,45000000,101702060,93.0
291,400710,False,19000000,45158254,110.0
292,307663,False,10000000,0,96.0
293,2114,True,137000000,85131830,106.0
294,13836,False,50000000,106303988,98.0
295,8831,True,27000000,101646581,99.0
296,242095,False,4000000,2665322,97.0
297,218043,False,16000000,19682924,110.0
298,245703,False,18000000,6212282,112.0
299,9383,True,95000000,190213455,112.0
300,228161,False,135000000,368871007,94.0
301,14337,False,7000,424760,77.0
302,6171,False,68000000,75,136.0
303,9276,False,15000000,40283321,104.0
304,3509,False,8700000,7659918,100.0
305,8247,False,85000000,222231186,88.0
306,10386,False,70000000,23159305,86.0
307,76726,False,15000000,145000000,84.0
308,14372,False,25000000,15704614,98.0
309,8337,False,4000000,13008928,94.0
310,10771,False,60000000,104391623,98.0
311,244267,False,0,336472,106.0
312,4965,False,40000000,0,102.0
313,1576,True,33000000,102984862,100.0
314,2362,True,0,0,88.0
315,72710,False,44000000,63327201,125.0
316,50357,False,5000000,25562924,86.0
317,72545,True,79000000,355692760,94.0
318,228066,False,40000000,34227298,109.0
319,376865,False,8933400,2133033,113.0
320,1738,False,70000000,76066841,96.0
321,88005,False,10000000,9636289,101.0
322,168,True,24000000,133000000,119.0
323,9296,False,0,19576023,117.0
324,145197,False,100000,444098,96.0
325,1551,False,26000000,61489265,115.0
326,365942,False,30000000,14793385,121.0
327,9920,False,30000000,31070211,87.0
328,846,True,66000000,189198313,121.0
329,4437,True,28000000,40400657,116.0
330,354282,False,0,0,95.0
331,1649,True,0,0,98.0
332,193,True,38000000,120000000,118.0
333,200,True,70000000,118000000,103.0
334,474395,False,10000000,28646544,85.0
335,12180,False,8500000,68282844,98.0
336,59678,False,14350531,3964682,88.0
337,22824,False,10000000,47709193,98.0
338,841,False,40000000,30925690,137.0
339,429415,False,0,0,96.0
340,411143,False,0,0,97.0
341,425505,False,30000000,10023153,102.0
342,13460,False,30000000,22211426,108.0
343,1946,False,15000000,2856712,97.0
344,11867,False,0,3793614,98.0
345,1497,True,25000000,78656813,88.0
346,19959,False,80000000,122444772,89.0
347,5549,True,35000000,45681173,117.0
348,302156,False,31500000,14708696,113.0
349,16577,False,10000000,19551067,94.0
350,406990,False,0,0,123.0
351,11918,False,35000000,25871834,85.0
352,10017,False,2700000,3500000,93.0
353,37707,False,26000000,0,104.0
354,12279,True,38000000,197011982,84.0
355,837,False,5952000,2120439,88.0
356,42684,True,10000000,66821036,92.0
357,172,True,30000000,70200000,107.0
358,435,False,125000000,544272402,124.0
359,4961,True,30000000,25480490,105.0
360,376134,False,0,0,102.0
361,2210,False,10000000,3916303,100.0
362,15359,False,0,0,74.0
363,10547,True,25000000,14063331,115.0
364,345925,False,0,0,102.0
365,10216,True,35000000,19165560,93.0
366,11260,False,60000000,50650079,90.0
367,424781,False,0,0,112.0
368,8859,False,13000000,73180723,83.0
369,9823,True,30000000,51376861,95.0
370,8536,True,54000000,190458706,127.0
371,1685,True,3000000,18999718,95.0
372,10529,False,50000000,7033683,115.0
373,10003,False,68000000,118063304,116.0
374,328429,False,0,10232,90.0
375,423988,False,1000000,0,91.0
376,11411,True,17000000,19300000,90.0
377,10658,False,37000000,37962774,110.0
378,9349,True,23000000,0,102.0
379,82700,False,130000000,243843127,100.0
380,157834,False,8500000,770706,107.0
381,10016,False,28000000,14010832,98.0
382,339967,False,0,3029287,109.0
383,2900,False,75000000,19598588,109.0
384,14353,False,8500000,188126,98.0
385,475210,False,20000000,0,113.0
386,301875,False,16000000,2084628,101.0
387,19901,False,20000000,51416464,98.0
388,11470,True,11000000,16951798,91.0
389,4474,False,0,60896147,95.0
390,10676,True,2500000,14400000,98.0
391,378018,False,0,151042,90.0
392,12589,False,25000000,80936232,83.0
393,407451,False,103000000,132675864,109.0
394,991,False,1500000,0,138.0
395,1498,True,13500000,201965915,93.0
396,9271,False,30000000,24048000,106.0
397,5550,True,22000000,10696210,104.0
398,10145,False,42000000,117575636,91.0
399,411135,False,0,0,88.0
400,43933,True,500000,5639730,94.0
401,11850,False,3500000,24946533,116.0
402,152795,False,0,455815,122.0
403,284674,False,0,0,94.0
404,1499,True,10000000,0,96.0
405,145135,False,3500000,25174316,97.0
406,154,True,12000000,96800000,113.0
407,71469,False,30000000,64626786,89.0
408,22345,True,12000000,36450736,97.0
409,18162,False,100000000,68688831,102.0
410,377264,False,8000000,8810591,92.0
411,1688,True,1700000,9700000,88.0
412,11542,False,15000000,19853892,102.0
413,860,True,12000000,79567667,114.0
414,636,False,777000,2437000,86.0
415,7450,False,75000000,36754634,94.0
416,36819,False,5000000,42365581,116.0
417,1705,True,1700000,8844595,93.0
418,2103,False,47000000,30002758,99.0
419,9890,False,90000000,102000000,93.0
420,10803,False,9000000,25000000,119.0
421,401371,False,0,0,126.0
422,9620,False,60000000,95427515,119.0
423,470114,False,0,0,94.0
424,174675,False,1500000,314131,92.0
425,11692,False,100000000,7103973,95.0
426,341689,False,0,0,103.0
427,8870,False,80000000,33463969,106.0
428,9538,True,4100000,14225876,103.0
429,506072,False,0,0,98.0
430,12223,True,0,0,117.0
431,11649,False,22000000,17336370,106.0
432,15301,False,10000000,29450919,101.0
433,174772,False,125687,0,90.0
434,9423,False,75,30,99.0
435,10249,False,42000000,62000000,108.0
436,38541,False,3000000,22000,112.0
437,10328,True,0,85313124,117.0
438,12994,False,0,0,100.0
439,16866,False,70000000,104945765,91.0
440,9612,False,0,0,88.0
441,2605,True,10000000,40697761,98.0
442,10061,True,50000000,42277365,97.0
443,11815,True,700000,3000000,94.0
444,13820,False,1500000,2300000,92.0
445,14113,False,75600000,12506188,83.0
446,122857,True,11500000,1402307,114.0
447,8069,False,9000000,2500000,98.0
448,9651,False,35000000,14296438,124.0
449,1687,True,2500000,12348905,98.0
450,338676,False,0,0,110.0
451,325348,False,10000000,14333790,97.0
452,12101,False,0,3600000,97.0
453,354251,False,0,23665,89.0
454,9663,False,22000000,28744356,115.0
455,458005,False,0,0,104.0
456,36800,False,5060730,0,86.0
457,347945,False,0,4505,101.0
458,178809,False,16000000,0,95.0
459,2182,True,90000,0,87.0
460,80035,False,68000000,68267862,98.0
461,395814,False,0,0,111.0
462,15158,True,3000000,7282851,97.0
463,355193,False,0,0,94.0
464,9320,False,60000000,48585416,89.0
465,4858,False,80000000,15071514,99.0
466,86828,False,0,6303792,85.0
467,11495,False,15000000,17080167,114.0
468,9556,True,16000000,48878502,96.0
469,262841,False,125000000,64493915,105.0
470,12122,False,0,0,99.0
471,17918,True,10000000,0,91.0
472,4723,False,17000000,374743,144.0
473,19405,True,10000000,44460850,83.0
474,10122,False,9000000,18564613,90.0
475,68179,False,40000000,74597643,89.0
476,476926,False,0,0,97.0
477,2614,False,27000000,25893810,120.0
478,12107,True,84000000,123307945,106.0
479,11234,False,0,0,98.0
480,2787,True,23000000,53187659,108.0
481,190847,False,0,24084,98.0
482,50037,False,1100000,0,110.0
483,9035,False,15000000,12834936,95.0
484,10163,True,10000000,32101000,108.0
485,11884,False,15000000,28733290,101.0
486,457041,False,0,0,105.0
487,334538,False,0,9995,101.0
488,84204,False,0,0,94.0
489,15268,True,50000000,12764201,97.0
490,84226,False,0,0,85.0
491,20856,False,45000000,57881056,86.0
492,451877,False,0,0,100.0
493,1577,True,45000000,129394835,94.0
494,174,True,27000000,96900000,113.0
495,11802,True,37000000,64762724,81.0
496,9980,False,10000000,7433663,97.0
497,10514,False,6500000,12376563,131.0
498,3604,False,35000000,27107960,111.0
499,414190,False,1500000,0,90.0
500,57876,False,5000000,7556,91.0
501,10128,True,16000000,32155047,91.0
502,286567,False,10000000,6272403,92.0
503,10366,True,45000000,10667893,82.0
504,59457,False,3100000,0,111.0
505,11379,False,0,0,103.0
506,9872,False,25000000,9873044,109.0
507,2067,False,90000000,60874615,114.0
508,114958,False,0,0,87.0
509,265016,False,0,0,101.0
510,11099,False,0,548039,95.0
511,10077,False,80000000,5989640,110.0
512,10208,True,24000000,16290976,87.0
513,215379,False,0,0,100.0
514,11591,False,10100000,0,93.0
515,10384,False,90000000,14828081,91.0
516,241855,False,0,49970,109.0
517,346651,False,0,0,91.0
518,11535,False,0,0,98.0
519,14830,False,0,0,76.0
520,1410,False,60000,0,83.0
521,11683,True,15000000,46770602,93.0
522,6341,False,22000000,42313354,109.0
523,503346,False,6000000,0,119.0
524,13812,True,12000000,40855419,89.0
525,323370,False,0,0,86.0
526,11561,False,2000000,18344729,87.0
527,9638,True,300000,11988469,89.0
528,4923,False,0,0,105.0
529,16873,False,4000000,6101046,85.0
530,2134,False,750000,0,103.0
531,125490,False,2400000,0,110.0
532,276908,False,0,0,91.0
533,430231,False,0,956425,112.0
534,2267,False,0,27297450,94.0
535,443319,False,2800000,3600000,80.0
536,286538,False,0,0,104.0
537,469721,False,0,0,95.0
538,8991,False,0,0,97.0
539,240483,False,21000000,0,90.0
540,9922,False,80000000,17626234,177.0
541,193687,False,0,121461,97.0
542,29787,False,7000000,5344577,113.0
543,56780,True,15000000,4627375,97.0
544,329004,False,0,0,104.0
545,145221,True,0,0,119.0
546,2687,False,40000000,14358033,99.0
547,2789,True,105000000,115772733,119.0
548,13282,True,300000,8000000,80.0
549,238603,False,13000000,45300000,89.0
550,198287,False,0,0,107.0
551,2577,False,7500000,0,92.0
552,426254,False,0,0,99.0
553,312526,False,0,0,93.0
554,14878,False,0,0,90.0
555,438631,False,0,0,0.0
556,279096,True,2480421,0,102.0
557,29425,False,275000,0,103.0
558,19761,False,0,0,95.0
559,253312,False,0,0,94.0
560,347111,False,0,0,93.0
561,11484,False,0,30000000,125.0
562,322487,False,0,116873,97.0
563,269173,False,0,0,97.0
564,166822,False,0,0,80.0
565,15028,False,26000000,38793283,94.0
566,258193,False,0,0,85.0
567,273271,False,0,0,104.0
568,367551,False,0,0,86.0
569,14623,False,57000000,28283637,95.0
570,46837,False,0,539957,86.0
571,13059,False,50000,249905,103.0
572,209504,False,0,0,93.0
573,395883,False,0,0,100.0
574,11525,True,0,2409225,92.0
575,310135,False,0,67132,95.0
576,157,True,18000000,87000000,105.0
577,450487,False,0,76916,102.0
578,112090,False,0,0,106.0
579,9507,False,0,0,100.0
580,390582,False,0,0,97.0
581,8373,True,150000000,836297228,150.0
582,426580,True,5000000,0,100.0
583,188924,False,0,0,81.0
584,15239,True,0,0,82.0
585,18252,False,0,4122748,94.0
586,24749,False,0,0,100.0
587,22230,False,0,688510,110.0
588,79698,False,27000000,0,109.0
589,301228,False,1500000,0,96.0
590,327253,False,0,0,95.0
591,123105,False,0,30668,84.0
592,401061,False,0,0,88.0
593,11773,False,200000,0,77.0
594,86820,False,0,17801,85.0
595,331592,False,0,0,100.0
596,10416,False,60000000,0,105.0
597,12777,False,0,0,104.0
598,308457,False,0,0,92.0
599,16634,False,0,0,90.0
600,24029,False,0,0,89.0
601,20764,False,2500000,107559,90.0
602,320146,False,1000000,0,97.0
603,324553,False,0,0,
604,522882,False,0,0,86.0
605,21430,False,0,21521,93.0
606,323665,False,0,0,89.0
607,18045,False,500000,0,80.0
608,136585,True,0,0,85.0
609,1858,True,150000000,709709780,144.0
610,30194,False,18000000,3900000,118.0
611,76170,True,120000000,415440673,126.0
612,18841,True,0,0,90.0
613,271404,True,20000000,992181,105.0
614,297680,False,0,0,87.0
615,336265,False,0,0,87.0
616,98622,False,0,0,11.0
617,65294,True,0,0,95.0
618,210910,False,0,0,80.0
619,17198,False,0,0,88.0
620,27874,False,0,0,128.0
621,49050,False,0,0,94.0
622,21538,False,0,0,91.0
623,81540,False,0,0,85.0
624,139406,False,3600000,0,110.0
625,115199,False,0,0,86.0
626,42904,False,0,0,172.0
627,37302,True,0,0,96.0
628,2927,False,0,0,98.0
629,399623,False,0,0,94.0
630,347882,False,250000,3914430,89.0
631,475961,False,0,0,90.0
632,185267,False,567000,0,87.0
633,27834,False,0,0,88.0
634,38356,True,195000000,1123746996,154.0
635,266433,False,0,0,82.0
636,20012,False,0,0,93.0
637,22379,False,0,0,102.0
638,33102,False,0,0,84.0
639,54013,False,800000,0,108.0
640,2191,False,4000000,0,95.0
641,358644,False,0,0,85.0
642,8410,False,0,0,81.0
643,47620,False,250000,609524,85.0
644,32033,False,0,40397,95.0
645,39314,False,94,0,94.0
646,196830,False,0,0,84.0
647,282313,False,0,0,98.0
648,45361,False,0,0,87.0
649,45767,False,825000,0,95.0
650,7737,True,45000000,148412065,94.0
651,16929,False,0,0,90.0
652,257001,False,0,0,90.0
653,39962,False,0,0,92.0
654,74524,False,0,0,95.0
655,20032,False,0,0,85.0
656,517557,False,0,0,0.0
657,362128,False,0,0,84.0
658,266882,False,0,0,81.0
659,92766,False,0,0,103.0
660,148948,False,0,0,99.0
661,112648,False,0,0,96.0
662,460834,False,0,0,120.0
663,30863,False,0,0,81.0
664,519336,False,0,0,90.0
665,282912,False,0,0,147.0
666,136921,False,0,0,3.0
667,21176,False,0,0,111.0
668,261899,False,0,0,14.0
669,95603,False,0,0,80.0
670,382890,False,0,0,13.0
671,18634,False,500000,0,81.0
672,105538,False,0,0,76.0
673,278106,False,0,0,94.0
674,157460,False,0,0,92.0
675,468684,False,7530,0,13.0
676,29162,False,0,0,78.0
677,122894,False,0,0,100.0
678,286790,False,0,0,88.0
679,248417,False,0,0,85.0
680,2080,True,150000000,373062864,107.0
681,52541,False,0,0,85.0
682,197537,False,0,0,96.0
683,73201,False,0,0,83.0
684,429713,False,0,0,86.0
685,35617,False,0,0,91.0
686,108051,False,0,0,75.0
687,36657,True,75000000,296339527,104.0
688,71679,True,65000000,240159255,95.0
689,85153,False,0,0,90.0
690,523719,False,0,0,
691,49538,True,160000000,353624124,132.0
692,316004,False,0,0,
693,458055,False,0,0,
694,36668,True,210000000,459359555,104.0
695,70687,False,250000,0,81.0
696,330,True,73000000,618638999,129.0
697,331,True,93000000,368780809,92.0
698,494535,False,0,0,10.0
699,47413,False,0,0,72.0
700,442117,False,0,0,84.0
701,173897,True,40000000,312242626,107.0
702,373043,False,0,0,23.0
703,100929,False,0,0,93.0
704,35791,True,60000000,300228084,97.0
705,346854,False,0,0,3.0
706,461967,False,0,0,14.0
707,83934,False,73000,0,79.0
708,556497,False,0,0,13.0
709,496256,False,0,0,11.0
710,664373,False,0,0,9.0
711,628168,False,1300,0,12.0
712,590318,False,0,0,10.0
713,577902,False,0,0,60.0
714,472849,False,0,0,1.0
715,444922,False,0,0,65.0
716,404798,False,0,0,7.0
717,390149,False,0,0,15.0
